mtime,seat_L1,seat_L2,seat_L3,seat_L4,L1,L2,L3,L4,L5,L6,L7,L8,legrest_angle,recline_angle,legrest_voltage,legrest_ext_voltage
2021-03-03-16-00-56-586,944,470,1001,252,0,2137,395,1221,0,0,0,0,975,2671,32,32
2021-03-03-16-00-56-617,944,470,1000,252,0,2170,309,1252,0,0,0,0,969,2669,27,28
2021-03-03-16-00-56-648,944,470,1000,252,0,2170,309,1252,0,0,0,0,968,2670,32,32
2021-03-03-16-00-56-664,944,470,1000,252,0,2170,309,1252,0,0,0,0,970,2675,27,32
2021-03-03-16-00-56-695,944,470,1000,252,0,2170,309,1252,0,0,0,0,960,2671,30,28
2021-03-03-16-00-56-726,944,470,1000,252,0,2170,309,1252,0,0,0,0,958,2670,32,32
2021-03-03-16-00-56-742,944,470,1000,252,0,2170,309,1252,0,0,0,0,958,2673,32,32
2021-03-03-16-00-56-773,946,470,999,252,0,2194,266,1290,0,0,0,0,955,2671,32,32
2021-03-03-16-00-56-804,946,470,999,252,0,2194,266,1290,0,0,0,0,949,2670,27,28
2021-03-03-16-00-56-820,946,470,999,252,0,2194,266,1290,0,0,0,0,945,2669,32,32
2021-03-03-16-00-56-851,946,470,999,252,0,2194,266,1290,0,0,0,0,945,2670,29,28
2021-03-03-16-00-56-867,946,470,999,252,0,2194,266,1290,0,0,0,0,939,2671,33,34
2021-03-03-16-00-56-898,946,470,999,252,0,2194,266,1290,0,0,0,0,939,2672,32,32
2021-03-03-16-00-56-929,943,470,1000,253,0,2223,176,1326,0,0,0,0,936,2671,33,32
2021-03-03-16-00-56-960,943,470,1000,253,0,2223,176,1326,0,0,0,0,934,2673,27,28
2021-03-03-16-00-56-976,943,470,1000,253,0,2223,176,1326,0,0,0,0,928,2669,33,32
2021-03-03-16-00-57-007,943,470,1000,253,0,2223,176,1326,0,0,0,0,928,2673,32,32
2021-03-03-16-00-57-023,943,470,1000,253,0,2223,176,1326,0,0,0,0,923,2670,32,28
2021-03-03-16-00-57-054,943,470,1000,253,0,2223,176,1326,0,0,0,0,920,2671,32,32
2021-03-03-16-00-57-085,947,468,998,253,0,2240,92,1362,0,0,0,0,919,2671,32,32
2021-03-03-16-00-57-117,947,468,998,253,0,2240,92,1362,0,0,0,0,917,2672,32,32
2021-03-03-16-00-57-132,947,468,998,253,0,2240,92,1362,0,0,0,0,910,2670,27,28
2021-03-03-16-00-57-164,947,468,998,253,0,2240,92,1362,0,0,0,0,907,2671,33,34
2021-03-03-16-00-57-179,947,468,998,253,0,2240,92,1362,0,0,0,0,907,2671,32,32
2021-03-03-16-00-57-210,947,468,998,253,0,2240,92,1362,0,0,0,0,903,2673,30,30
2021-03-03-16-00-57-242,946,466,999,254,0,2266,51,1403,0,0,0,0,899,2670,32,32
2021-03-03-16-00-57-273,946,466,999,254,0,2266,51,1403,0,0,0,0,896,2671,32,32
2021-03-03-16-00-57-288,946,466,999,254,0,2266,51,1403,0,0,0,0,896,2671,34,34
2021-03-03-16-00-57-304,946,466,999,254,0,2266,51,1403,0,0,0,0,889,2671,32,32
2021-03-03-16-00-57-335,946,466,999,254,0,2266,51,1403,0,0,0,0,888,2671,32,32
2021-03-03-16-00-57-367,946,466,999,254,0,2266,51,1403,0,0,0,0,888,2671,27,32
2021-03-03-16-00-57-382,946,466,999,254,0,2266,51,1403,0,0,0,0,881,2671,33,32
2021-03-03-16-00-57-413,949,466,998,255,0,2260,0,1410,0,0,0,0,877,2670,32,32
2021-03-03-16-00-57-445,949,466,998,255,0,2260,0,1410,0,0,0,0,875,2666,35,34
2021-03-03-16-00-57-460,949,466,998,255,0,2260,0,1410,0,0,0,0,875,2671,34,34
2021-03-03-16-00-57-492,949,466,998,255,0,2260,0,1410,0,0,0,0,870,2670,34,34
2021-03-03-16-00-57-523,949,466,998,255,0,2260,0,1410,0,0,0,0,869,2672,34,34
2021-03-03-16-00-57-538,949,466,998,255,0,2260,0,1410,0,0,0,0,867,2672,29,32
2021-03-03-16-00-57-570,952,470,995,249,0,2246,0,1397,0,0,0,0,864,2673,34,34
2021-03-03-16-00-57-601,952,470,995,249,0,2246,0,1397,0,0,0,0,861,2671,32,32
2021-03-03-16-00-57-617,952,470,995,249,0,2246,0,1397,0,0,0,0,858,2671,32,30
2021-03-03-16-00-57-648,952,470,995,249,0,2246,0,1397,0,0,0,0,851,2671,32,30
2021-03-03-16-00-57-679,952,470,995,249,0,2246,0,1397,0,0,0,0,853,2673,34,34
2021-03-03-16-00-57-695,952,470,995,249,0,2246,0,1397,0,0,0,0,849,2673,32,32
2021-03-03-16-00-57-726,953,450,1006,258,0,2209,0,1372,0,0,0,0,848,2671,29,34
2021-03-03-16-00-57-757,953,450,1006,258,0,2209,0,1372,0,0,0,0,843,2672,32,32
2021-03-03-16-00-57-773,953,450,1006,258,0,2209,0,1372,0,0,0,0,838,2669,29,28
2021-03-03-16-00-57-804,953,450,1006,258,0,2209,0,1372,0,0,0,0,835,2668,34,32
2021-03-03-16-00-57-820,953,450,1006,258,0,2209,0,1372,0,0,0,0,833,2671,34,34
2021-03-03-16-00-57-851,953,450,1006,258,0,2209,0,1372,0,0,0,0,833,2674,34,32
2021-03-03-16-00-57-882,956,468,996,251,0,2099,0,1232,0,0,0,0,831,2673,33,34
2021-03-03-16-00-57-913,956,468,996,251,0,2099,0,1232,0,0,0,0,827,2673,32,32
2021-03-03-16-00-57-929,956,468,996,251,0,2099,0,1232,0,0,0,0,824,2671,35,36
2021-03-03-16-00-57-960,956,468,996,251,0,2099,0,1232,0,0,0,0,819,2671,32,32
2021-03-03-16-00-57-976,956,468,996,251,0,2099,0,1232,0,0,0,0,821,2673,35,34
2021-03-03-16-00-58-007,956,468,996,251,0,2099,0,1232,0,0,0,0,815,2671,35,38
2021-03-03-16-00-58-038,950,464,997,257,0,1904,0,1177,0,0,0,0,811,2671,34,36
2021-03-03-16-00-58-070,950,464,997,257,0,1904,0,1177,0,0,0,0,810,2671,35,36
2021-03-03-16-00-58-085,950,464,997,257,0,1904,0,1177,0,0,0,0,806,2672,32,32
2021-03-03-16-00-58-116,950,464,997,257,0,1904,0,1177,0,0,0,0,805,2673,34,34
2021-03-03-16-00-58-132,950,464,997,257,0,1904,0,1177,0,0,0,0,802,2671,35,36
2021-03-03-16-00-58-163,950,464,997,257,0,1904,0,1177,0,0,0,0,800,2671,32,32
2021-03-03-16-00-58-195,956,456,1000,255,0,1896,0,1134,0,0,0,0,796,2671,35,36
2021-03-03-16-00-58-226,956,456,1000,255,0,1896,0,1134,0,0,0,0,795,2672,35,36
2021-03-03-16-00-58-241,956,456,1000,255,0,1896,0,1134,0,0,0,0,793,2672,27,32
2021-03-03-16-00-58-273,956,456,1000,255,0,1896,0,1134,0,0,0,0,787,2674,35,38
2021-03-03-16-00-58-288,956,456,1000,255,0,1896,0,1134,0,0,0,0,784,2669,35,36
2021-03-03-16-00-58-319,956,456,1000,255,0,1896,0,1134,0,0,0,0,785,2671,34,34
2021-03-03-16-00-58-351,960,457,995,256,0,1866,0,1111,0,0,0,0,779,2669,32,32
2021-03-03-16-00-58-382,960,457,995,256,0,1866,0,1111,0,0,0,0,779,2671,33,34
2021-03-03-16-00-58-398,960,457,995,256,0,1866,0,1111,0,0,0,0,776,2671,38,40
2021-03-03-16-00-58-413,960,457,995,256,0,1866,0,1111,0,0,0,0,775,2670,42,42
2021-03-03-16-00-58-444,960,457,995,256,0,1866,0,1111,0,0,0,0,769,2669,37,38
2021-03-03-16-00-58-476,960,457,995,256,0,1866,0,1111,0,0,0,0,767,2669,35,36
2021-03-03-16-00-58-491,960,455,995,257,0,1827,0,1053,0,0,0,0,767,2670,35,34
2021-03-03-16-00-58-523,960,455,995,257,0,1827,0,1053,0,0,0,0,759,2667,35,32
2021-03-03-16-00-58-554,960,455,995,257,0,1827,0,1053,0,0,0,0,758,2669,38,36
2021-03-03-16-00-58-569,960,455,995,257,0,1827,0,1053,0,0,0,0,755,2666,40,40
2021-03-03-16-00-58-601,960,455,995,257,0,1827,0,1053,0,0,0,0,749,2667,69,70
2021-03-03-16-00-58-632,960,455,995,257,0,1827,0,1053,0,0,0,0,753,2669,168,168
2021-03-03-16-00-58-648,960,455,995,257,0,1827,0,1053,0,0,0,0,755,2668,166,168
2021-03-03-16-00-58-679,963,454,996,257,0,1808,0,1000,0,0,0,0,755,2668,171,172
2021-03-03-16-00-58-710,963,454,996,257,0,1808,0,1000,0,0,0,0,753,2671,13,14
2021-03-03-16-00-58-726,963,454,996,257,0,1808,0,1000,0,0,0,0,751,2669,11,12
2021-03-03-16-00-58-757,963,454,996,257,0,1808,0,1000,0,0,0,0,747,2669,11,10
2021-03-03-16-00-58-772,963,454,996,257,0,1808,0,1000,0,0,0,0,746,2669,13,12
2021-03-03-16-00-58-804,963,454,996,257,0,1808,0,1000,0,0,0,0,743,2669,10,10
2021-03-03-16-00-58-835,963,457,995,256,0,1767,0,958,0,0,0,0,743,2670,11,12
2021-03-03-16-00-58-866,963,457,995,256,0,1767,0,958,0,0,0,0,741,2669,11,10
2021-03-03-16-00-58-882,963,457,995,256,0,1767,0,958,0,0,0,0,741,2669,11,10
2021-03-03-16-00-58-913,963,457,995,256,0,1767,0,958,0,0,0,0,739,2669,11,10
2021-03-03-16-00-58-929,963,457,995,256,0,1767,0,958,0,0,0,0,739,2668,11,10
2021-03-03-16-00-58-960,963,457,995,256,0,1767,0,958,0,0,0,0,739,2670,14,14
2021-03-03-16-00-58-991,947,463,997,256,0,1712,0,972,0,0,0,0,739,2669,11,10
2021-03-03-16-00-59-022,947,463,997,256,0,1712,0,972,0,0,0,0,739,2669,11,10
2021-03-03-16-00-59-038,947,463,997,256,0,1712,0,972,0,0,0,0,739,2671,13,12
2021-03-03-16-00-59-054,947,463,997,256,0,1712,0,972,0,0,0,0,739,2671,13,16
2021-03-03-16-00-59-085,947,463,997,256,0,1712,0,972,0,0,0,0,739,2670,11,10
2021-03-03-16-00-59-116,947,463,997,256,0,1712,0,972,0,0,0,0,737,2669,10,8
2021-03-03-16-00-59-132,973,456,993,253,0,1742,0,982,0,0,0,0,739,2670,13,12
2021-03-03-16-00-59-163,973,456,993,253,0,1742,0,982,0,0,0,0,738,2669,11,10
2021-03-03-16-00-59-194,973,456,993,253,0,1742,0,982,0,0,0,0,737,2669,11,10
2021-03-03-16-00-59-210,973,456,993,253,0,1742,0,982,0,0,0,0,738,2669,10,8
2021-03-03-16-00-59-241,973,456,993,253,0,1742,0,982,0,0,0,0,737,2669,11,10
2021-03-03-16-00-59-257,973,456,993,253,0,1742,0,982,0,0,0,0,738,2667,11,8
2021-03-03-16-00-59-288,961,450,995,256,0,1745,0,989,0,0,0,0,739,2669,11,10
2021-03-03-16-00-59-319,961,450,995,256,0,1745,0,989,0,0,0,0,738,2669,11,12
2021-03-03-16-00-59-335,961,450,995,256,0,1745,0,989,0,0,0,0,737,2668,10,10
2021-03-03-16-00-59-366,961,450,995,256,0,1745,0,989,0,0,0,0,738,2670,11,12
2021-03-03-16-00-59-397,961,450,995,256,0,1745,0,989,0,0,0,0,739,2687,16,80
2021-03-03-16-00-59-413,961,450,995,256,0,1745,0,989,0,0,0,0,739,2670,11,10
2021-03-03-16-00-59-444,958,458,996,256,0,1746,0,993,0,0,0,0,738,2670,11,10
2021-03-03-16-00-59-475,958,458,996,256,0,1746,0,993,0,0,0,0,738,2669,11,10
2021-03-03-16-00-59-491,958,458,996,256,0,1746,0,993,0,0,0,0,738,2669,11,10
2021-03-03-16-00-59-522,958,458,996,256,0,1746,0,993,0,0,0,0,739,2669,11,10
2021-03-03-16-00-59-554,958,458,996,256,0,1746,0,993,0,0,0,0,738,2668,11,10
2021-03-03-16-00-59-569,958,458,996,256,0,1746,0,993,0,0,0,0,737,2668,10,10
2021-03-03-16-00-59-600,959,456,997,255,0,1747,0,996,0,0,0,0,738,2668,11,10
2021-03-03-16-00-59-632,959,456,997,255,0,1747,0,996,0,0,0,0,738,2669,11,10
2021-03-03-16-00-59-647,959,456,997,255,0,1747,0,996,0,0,0,0,739,2671,14,12
2021-03-03-16-00-59-679,959,456,997,255,0,1747,0,996,0,0,0,0,738,2669,11,10
2021-03-03-16-00-59-694,959,456,997,255,0,1747,0,996,0,0,0,0,739,2670,11,10
2021-03-03-16-00-59-725,959,456,997,255,0,1747,0,996,0,0,0,0,738,2669,11,10
2021-03-03-16-00-59-757,959,456,997,255,0,1747,0,996,0,0,0,0,738,2669,11,10
2021-03-03-16-00-59-772,964,455,994,256,0,1749,0,1001,0,0,0,0,738,2669,11,10
2021-03-03-16-00-59-804,964,455,994,256,0,1749,0,1001,0,0,0,0,739,2671,13,14
2021-03-03-16-00-59-835,964,455,994,256,0,1749,0,1001,0,0,0,0,738,2671,10,12
2021-03-03-16-00-59-850,964,455,994,256,0,1749,0,1001,0,0,0,0,737,2669,11,10
2021-03-03-16-00-59-882,964,455,994,256,0,1749,0,1001,0,0,0,0,738,2669,11,10
2021-03-03-16-00-59-913,964,455,994,256,0,1749,0,1001,0,0,0,0,737,2669,11,10
2021-03-03-16-00-59-928,959,454,997,257,0,1747,0,1000,0,0,0,0,738,2669,11,10
2021-03-03-16-00-59-960,959,454,997,257,0,1747,0,1000,0,0,0,0,737,2669,11,10
2021-03-03-16-00-59-991,959,454,997,257,0,1747,0,1000,0,0,0,0,739,2670,14,14
2021-03-03-16-01-00-007,959,454,997,257,0,1747,0,1000,0,0,0,0,737,2671,11,10
2021-03-03-16-01-00-038,959,454,997,257,0,1747,0,1000,0,0,0,0,737,2669,11,10
2021-03-03-16-01-00-053,959,454,997,257,0,1747,0,1000,0,0,0,0,738,2670,14,12
2021-03-03-16-01-00-085,962,457,995,255,0,1745,0,999,0,0,0,0,738,2670,11,10
2021-03-03-16-01-00-116,962,457,995,255,0,1745,0,999,0,0,0,0,738,2671,11,10
2021-03-03-16-01-00-132,962,457,995,255,0,1745,0,999,0,0,0,0,739,2670,11,12
2021-03-03-16-01-00-163,962,457,995,255,0,1745,0,999,0,0,0,0,738,2669,11,10
2021-03-03-16-01-00-194,962,457,995,255,0,1745,0,999,0,0,0,0,738,2669,11,10
2021-03-03-16-01-00-210,962,457,995,255,0,1745,0,999,0,0,0,0,739,2669,11,12
2021-03-03-16-01-00-241,961,456,996,255,0,1746,0,1001,0,0,0,0,739,2670,11,12
2021-03-03-16-01-00-272,961,456,996,255,0,1746,0,1001,0,0,0,0,739,2671,13,14
2021-03-03-16-01-00-288,961,456,996,255,0,1746,0,1001,0,0,0,0,738,2669,10,10
2021-03-03-16-01-00-319,961,456,996,255,0,1746,0,1001,0,0,0,0,738,2669,11,10
2021-03-03-16-01-00-335,961,456,996,255,0,1746,0,1001,0,0,0,0,737,2668,11,10
2021-03-03-16-01-00-366,961,456,996,255,0,1746,0,1001,0,0,0,0,738,2669,11,10
2021-03-03-16-01-00-397,960,456,994,256,0,1747,0,1004,0,0,0,0,739,2671,14,14
2021-03-03-16-01-00-428,960,456,994,256,0,1747,0,1004,0,0,0,0,737,2669,11,10
2021-03-03-16-01-00-444,960,456,994,256,0,1747,0,1004,0,0,0,0,732,2670,6,0
2021-03-03-16-01-00-475,960,456,994,256,0,1747,0,1004,0,0,0,0,737,2669,11,10
2021-03-03-16-01-00-491,960,456,994,256,0,1747,0,1004,0,0,0,0,737,2670,11,10
2021-03-03-16-01-00-522,960,456,994,256,0,1747,0,1004,0,0,0,0,738,2669,11,10
2021-03-03-16-01-00-553,959,455,997,256,0,1747,0,1002,0,0,0,0,739,2670,13,12
2021-03-03-16-01-00-585,959,455,997,256,0,1747,0,1002,0,0,0,0,738,2669,11,10
2021-03-03-16-01-00-600,959,455,997,256,0,1747,0,1002,0,0,0,0,737,2669,10,10
2021-03-03-16-01-00-631,959,455,997,256,0,1747,0,1002,0,0,0,0,739,2671,14,12
2021-03-03-16-01-00-647,959,455,997,256,0,1747,0,1002,0,0,0,0,739,2670,11,12
2021-03-03-16-01-00-678,959,455,997,256,0,1747,0,1002,0,0,0,0,738,2669,11,10
2021-03-03-16-01-00-710,960,455,996,256,0,1750,0,1000,0,0,0,0,739,2670,13,12
2021-03-03-16-01-00-741,960,455,996,256,0,1750,0,1000,0,0,0,0,737,2669,11,10
2021-03-03-16-01-00-756,960,455,996,256,0,1750,0,1000,0,0,0,0,738,2669,11,10
2021-03-03-16-01-00-788,960,455,996,256,0,1750,0,1000,0,0,0,0,739,2671,13,12
2021-03-03-16-01-00-803,960,455,996,256,0,1750,0,1000,0,0,0,0,739,2669,11,10
2021-03-03-16-01-00-835,960,455,996,256,0,1750,0,1000,0,0,0,0,738,2669,11,10
2021-03-03-16-01-00-850,960,455,996,256,0,1750,0,1000,0,0,0,0,736,2669,10,10
2021-03-03-16-01-00-881,962,455,995,256,0,1749,0,1004,0,0,0,0,737,2669,11,10
2021-03-03-16-01-00-913,962,455,995,256,0,1749,0,1004,0,0,0,0,737,2666,91,90
2021-03-03-16-01-00-928,962,455,995,256,0,1749,0,1004,0,0,0,0,739,2671,14,14
2021-03-03-16-01-00-960,962,455,995,256,0,1749,0,1004,0,0,0,0,736,2667,8,8
2021-03-03-16-01-00-991,962,455,995,256,0,1749,0,1004,0,0,0,0,737,2669,10,10
2021-03-03-16-01-01-006,962,455,995,256,0,1749,0,1004,0,0,0,0,738,2670,13,12
2021-03-03-16-01-01-038,960,456,996,256,0,1747,0,1005,0,0,0,0,737,2669,10,10
2021-03-03-16-01-01-069,960,456,996,256,0,1747,0,1005,0,0,0,0,739,2671,15,14
2021-03-03-16-01-01-084,960,456,996,256,0,1747,0,1005,0,0,0,0,739,2672,16,16
2021-03-03-16-01-01-116,960,456,996,256,0,1747,0,1005,0,0,0,0,736,2667,9,8
2021-03-03-16-01-01-147,960,456,996,256,0,1747,0,1005,0,0,0,0,737,2667,10,8
2021-03-03-16-01-01-163,960,456,996,256,0,1747,0,1005,0,0,0,0,736,2669,17,18
2021-03-03-16-01-01-194,961,453,995,262,0,1749,0,1006,0,0,0,0,739,2671,15,14
2021-03-03-16-01-01-225,961,453,995,262,0,1749,0,1006,0,0,0,0,736,2668,7,10
2021-03-03-16-01-01-241,961,453,995,262,0,1749,0,1006,0,0,0,0,737,2668,18,18
2021-03-03-16-01-01-272,961,453,995,262,0,1749,0,1006,0,0,0,0,736,2668,8,12
2021-03-03-16-01-01-288,961,453,995,262,0,1749,0,1006,0,0,0,0,737,2670,14,16
2021-03-03-16-01-01-319,961,453,995,262,0,1749,0,1006,0,0,0,0,734,2667,18,18
2021-03-03-16-01-01-350,964,434,987,26,0,1747,0,1001,0,0,0,0,738,2669,14,12
2021-03-03-16-01-01-381,964,434,987,26,0,1747,0,1001,0,0,0,0,739,2671,14,12
2021-03-03-16-01-01-397,964,434,987,26,0,1747,0,1001,0,0,0,0,738,2671,14,12
2021-03-03-16-01-01-428,964,434,987,26,0,1747,0,1001,0,0,0,0,736,2669,18,18
2021-03-03-16-01-01-444,964,434,987,26,0,1747,0,1001,0,0,0,0,736,2668,18,16
2021-03-03-16-01-01-475,964,434,987,26,0,1747,0,1001,0,0,0,0,736,2668,8,12
2021-03-03-16-01-01-506,1008,462,993,2,0,1741,0,972,0,0,0,0,736,2669,11,10
2021-03-03-16-01-01-537,1008,462,993,2,0,1741,0,972,0,0,0,0,735,2668,19,20
2021-03-03-16-01-01-553,1008,462,993,2,0,1741,0,972,0,0,0,0,734,2667,15,16
2021-03-03-16-01-01-584,1008,462,993,2,0,1741,0,972,0,0,0,0,736,2668,14,14
2021-03-03-16-01-01-600,1008,462,993,2,0,1741,0,972,0,0,0,0,734,2667,16,16
2021-03-03-16-01-01-631,1008,462,993,2,0,1741,0,972,0,0,0,0,736,2668,11,10
2021-03-03-16-01-01-662,944,453,1002,251,0,1708,0,979,0,0,0,0,736,2668,17,16
2021-03-03-16-01-01-694,944,453,1002,251,0,1708,0,979,0,0,0,0,734,2667,19,18
2021-03-03-16-01-01-709,944,453,1002,251,0,1708,0,979,0,0,0,0,733,2667,19,20
2021-03-03-16-01-01-725,944,453,1002,251,0,1708,0,979,0,0,0,0,736,2668,15,16
2021-03-03-16-01-01-756,944,453,1002,251,0,1708,0,979,0,0,0,0,736,2669,19,18
2021-03-03-16-01-01-787,944,453,1002,251,0,1708,0,979,0,0,0,0,736,2671,11,8
2021-03-03-16-01-01-803,942,474,1011,239,0,1686,0,962,0,0,0,0,736,2670,21,20
2021-03-03-16-01-01-834,942,474,1011,239,0,1686,0,962,0,0,0,0,734,2667,21,20
2021-03-03-16-01-01-866,942,474,1011,239,0,1686,0,962,0,0,0,0,738,2671,18,16
2021-03-03-16-01-01-881,942,474,1011,239,0,1686,0,962,0,0,0,0,736,2670,11,10
2021-03-03-16-01-01-912,942,474,1011,239,0,1686,0,962,0,0,0,0,736,2669,16,16
2021-03-03-16-01-01-928,942,474,1011,239,0,1686,0,962,0,0,0,0,736,2671,11,14
2021-03-03-16-01-01-959,956,467,1013,233,0,1689,0,955,0,0,0,0,736,2669,16,16
2021-03-03-16-01-01-991,956,467,1013,233,0,1689,0,955,0,0,0,0,736,2669,17,16
2021-03-03-16-01-02-006,956,467,1013,233,0,1689,0,955,0,0,0,0,736,2671,15,16
2021-03-03-16-01-02-037,956,467,1013,233,0,1689,0,955,0,0,0,0,736,2669,19,20
2021-03-03-16-01-02-069,956,467,1013,233,0,1689,0,955,0,0,0,0,736,2668,16,12
2021-03-03-16-01-02-084,956,467,1013,233,0,1689,0,955,0,0,0,0,736,2671,21,24
2021-03-03-16-01-02-115,956,467,1013,233,0,1689,0,955,0,0,0,0,736,2671,32,16
2021-03-03-16-01-02-147,937,473,1017,236,0,1681,0,953,0,0,0,0,734,2669,15,16
2021-03-03-16-01-02-178,937,473,1017,236,0,1681,0,953,0,0,0,0,734,2669,14,12
2021-03-03-16-01-02-194,937,473,1017,236,0,1681,0,953,0,0,0,0,738,2670,16,12
2021-03-03-16-01-02-225,937,473,1017,236,0,1681,0,953,0,0,0,0,734,2669,11,10
2021-03-03-16-01-02-240,937,473,1017,236,0,1681,0,953,0,0,0,0,734,2669,13,16
2021-03-03-16-01-02-272,937,473,1017,236,0,1681,0,953,0,0,0,0,737,2671,18,16
2021-03-03-16-01-02-303,926,486,1016,231,0,1673,0,962,0,0,0,0,734,2669,14,16
2021-03-03-16-01-02-334,926,486,1016,231,0,1673,0,962,0,0,0,0,734,2669,13,14
2021-03-03-16-01-02-350,926,486,1016,231,0,1673,0,962,0,0,0,0,733,2668,11,12
2021-03-03-16-01-02-365,926,486,1016,231,0,1673,0,962,0,0,0,0,734,2667,19,18
2021-03-03-16-01-02-397,926,486,1016,231,0,1673,0,962,0,0,0,0,733,2669,18,18
2021-03-03-16-01-02-428,926,486,1016,231,0,1673,0,962,0,0,0,0,736,2668,18,18
2021-03-03-16-01-02-443,914,494,1017,234,0,1677,0,966,0,0,0,0,736,2669,16,16
2021-03-03-16-01-02-475,914,494,1017,234,0,1677,0,966,0,0,0,0,736,2669,11,12
2021-03-03-16-01-02-506,914,494,1017,234,0,1677,0,966,0,0,0,0,731,2665,17,16
2021-03-03-16-01-02-522,914,494,1017,234,0,1677,0,966,0,0,0,0,734,2669,15,16
2021-03-03-16-01-02-553,914,494,1017,234,0,1677,0,966,0,0,0,0,736,2669,19,18
2021-03-03-16-01-02-584,914,494,1017,234,0,1677,0,966,0,0,0,0,736,2670,21,16
2021-03-03-16-01-02-600,912,517,1018,228,0,1681,0,967,0,0,0,0,738,2671,16,10
2021-03-03-16-01-02-631,912,517,1018,228,0,1681,0,967,0,0,0,0,734,2667,16,16
2021-03-03-16-01-02-662,912,517,1018,228,0,1681,0,967,0,0,0,0,736,2669,11,10
2021-03-03-16-01-02-678,912,517,1018,228,0,1681,0,967,0,0,0,0,731,2667,18,16
2021-03-03-16-01-02-709,912,517,1018,228,0,1681,0,967,0,0,0,0,733,2667,8,8
2021-03-03-16-01-02-725,912,517,1018,228,0,1681,0,967,0,0,0,0,734,2668,13,12
2021-03-03-16-01-02-756,895,511,1021,224,0,1702,0,987,0,0,0,0,733,2669,19,20
2021-03-03-16-01-02-787,895,511,1021,224,0,1702,0,987,0,0,0,0,733,2667,11,12
2021-03-03-16-01-02-803,895,511,1021,224,0,1702,0,987,0,0,0,0,736,2670,14,12
2021-03-03-16-01-02-834,895,511,1021,224,0,1702,0,987,0,0,0,0,734,2669,10,10
2021-03-03-16-01-02-865,895,511,1021,224,0,1702,0,987,0,0,0,0,734,2669,11,12
2021-03-03-16-01-02-881,895,511,1021,224,0,1702,0,987,0,0,0,0,734,2671,11,10
2021-03-03-16-01-02-912,893,528,1028,218,0,1690,0,994,0,0,0,0,736,2671,18,18
2021-03-03-16-01-02-943,893,528,1028,218,0,1690,0,994,0,0,0,0,736,2669,15,12
2021-03-03-16-01-02-959,893,528,1028,218,0,1690,0,994,0,0,0,0,737,2671,16,16
2021-03-03-16-01-02-990,893,528,1028,218,0,1690,0,994,0,0,0,0,734,2668,16,16
2021-03-03-16-01-03-021,893,528,1028,218,0,1690,0,994,0,0,0,0,734,2668,10,10
2021-03-03-16-01-03-037,893,528,1028,218,0,1690,0,994,0,0,0,0,736,2670,11,10
2021-03-03-16-01-03-068,877,531,1036,213,0,1697,0,996,0,0,0,0,736,2671,11,12
2021-03-03-16-01-03-100,877,531,1036,213,0,1697,0,996,0,0,0,0,735,2669,9,10
2021-03-03-16-01-03-115,877,531,1036,213,0,1697,0,996,0,0,0,0,733,2668,9,8
2021-03-03-16-01-03-146,877,531,1036,213,0,1697,0,996,0,0,0,0,736,2670,11,12
2021-03-03-16-01-03-178,877,531,1036,213,0,1697,0,996,0,0,0,0,735,2669,14,12
2021-03-03-16-01-03-193,877,531,1036,213,0,1697,0,996,0,0,0,0,734,2669,11,12
2021-03-03-16-01-03-225,877,531,1036,213,0,1697,0,996,0,0,0,0,736,2669,11,10
2021-03-03-16-01-03-240,874,541,1040,206,0,1695,0,1005,0,0,0,0,734,2668,11,8
2021-03-03-16-01-03-271,874,541,1040,206,0,1695,0,1005,0,0,0,0,734,2669,13,16
2021-03-03-16-01-03-303,874,541,1040,206,0,1695,0,1005,0,0,0,0,733,2668,16,16
2021-03-03-16-01-03-318,874,541,1040,206,0,1695,0,1005,0,0,0,0,749,2667,27,16
2021-03-03-16-01-03-350,874,541,1040,206,0,1695,0,1005,0,0,0,0,735,2669,6,10
2021-03-03-16-01-03-381,874,541,1040,206,0,1695,0,1005,0,0,0,0,736,2670,18,14
2021-03-03-16-01-03-396,869,544,1046,203,0,1693,0,1004,0,0,0,0,736,2669,14,16
2021-03-03-16-01-03-428,869,544,1046,203,0,1693,0,1004,0,0,0,0,738,2673,16,16
2021-03-03-16-01-03-443,869,544,1046,203,0,1693,0,1004,0,0,0,0,734,2669,15,16
2021-03-03-16-01-03-475,869,544,1046,203,0,1693,0,1004,0,0,0,0,733,2669,11,14
2021-03-03-16-01-03-506,869,544,1046,203,0,1693,0,1004,0,0,0,0,736,2671,14,14
2021-03-03-16-01-03-521,869,544,1046,203,0,1693,0,1004,0,0,0,0,738,2670,17,14
2021-03-03-16-01-03-553,849,563,1049,201,0,1686,0,987,0,0,0,0,731,2667,8,6
2021-03-03-16-01-03-584,849,563,1049,201,0,1686,0,987,0,0,0,0,736,2670,11,12
2021-03-03-16-01-03-600,849,563,1049,201,0,1686,0,987,0,0,0,0,733,2668,15,16
2021-03-03-16-01-03-631,849,563,1049,201,0,1686,0,987,0,0,0,0,734,2669,14,12
2021-03-03-16-01-03-662,849,563,1049,201,0,1686,0,987,0,0,0,0,734,2668,8,8
2021-03-03-16-01-03-678,849,563,1049,201,0,1686,0,987,0,0,0,0,736,2672,13,12
2021-03-03-16-01-03-709,847,563,1046,205,0,1682,0,984,0,0,0,0,736,2671,11,10
