mtime,seat_L1,seat_L2,seat_L3,seat_L4,L1,L2,L3,L4,L5,L6,L7,L8,legrest_angle,recline_angle,legrest_voltage,legrest_ext_voltage
2021-03-03-16-00-29-630,318,323,485,100,0,327,0,1,0,0,0,0,1500,2671,11,10
2021-03-03-16-00-29-646,318,323,485,100,0,327,0,1,0,0,0,0,1501,2673,11,12
2021-03-03-16-00-29-677,318,323,485,100,0,327,0,1,0,0,0,0,1501,2672,11,10
2021-03-03-16-00-29-692,318,323,485,100,0,327,0,1,0,0,0,0,1502,2671,11,12
2021-03-03-16-00-29-724,318,323,485,100,0,327,0,1,0,0,0,0,1501,2670,11,10
2021-03-03-16-00-29-755,318,323,486,100,0,327,0,1,0,0,0,0,1502,2670,11,10
2021-03-03-16-00-29-786,318,323,486,100,0,327,0,1,0,0,0,0,1501,2671,11,10
2021-03-03-16-00-29-802,318,323,486,100,0,327,0,1,0,0,0,0,1500,2671,10,12
2021-03-03-16-00-29-833,318,323,486,100,0,327,0,1,0,0,0,0,1503,2673,13,16
2021-03-03-16-00-29-849,318,323,486,100,0,327,0,1,0,0,0,0,1501,2671,11,10
2021-03-03-16-00-29-880,318,323,486,100,0,327,0,1,0,0,0,0,1501,2672,10,10
2021-03-03-16-00-29-911,318,323,486,100,0,327,0,1,0,0,0,0,1501,2671,11,10
2021-03-03-16-00-29-942,318,323,486,100,0,327,0,1,0,0,0,0,1502,2671,11,10
2021-03-03-16-00-29-958,318,323,486,100,0,327,0,1,0,0,0,0,1502,2671,11,12
2021-03-03-16-00-29-989,318,323,486,100,0,327,0,1,0,0,0,0,1502,2671,11,10
2021-03-03-16-00-30-005,318,323,486,100,0,327,0,1,0,0,0,0,1500,2671,10,10
2021-03-03-16-00-30-036,318,323,486,100,0,327,0,1,0,0,0,0,1502,2673,14,16
2021-03-03-16-00-30-067,318,323,486,100,0,327,0,1,0,0,0,0,1501,2671,11,10
2021-03-03-16-00-30-083,318,323,486,100,0,327,0,1,0,0,0,0,1502,2673,14,16
2021-03-03-16-00-30-114,318,323,486,100,0,327,0,1,0,0,0,0,1501,2673,11,12
2021-03-03-16-00-30-145,318,323,486,100,0,327,0,1,0,0,0,0,1501,2670,11,10
2021-03-03-16-00-30-161,318,323,486,100,0,327,0,1,0,0,0,0,1501,2671,11,8
2021-03-03-16-00-30-192,318,323,486,100,0,327,0,1,0,0,0,0,1502,2673,11,12
2021-03-03-16-00-30-224,318,323,486,100,0,326,0,1,0,0,0,0,1501,2672,11,12
2021-03-03-16-00-30-239,318,323,486,100,0,326,0,1,0,0,0,0,1501,2671,11,10
2021-03-03-16-00-30-270,318,323,486,100,0,326,0,1,0,0,0,0,1501,2670,11,10
2021-03-03-16-00-30-302,318,323,486,100,0,326,0,1,0,0,0,0,1502,2672,10,10
2021-03-03-16-00-30-317,318,323,486,100,0,326,0,1,0,0,0,0,1509,2671,42,10
2021-03-03-16-00-30-349,318,323,486,100,0,326,0,1,0,0,0,0,1502,2671,11,10
2021-03-03-16-00-30-380,318,323,486,100,0,326,0,1,0,0,0,0,1501,2671,11,12
2021-03-03-16-00-30-395,318,323,486,100,0,326,0,1,0,0,0,0,1501,2671,10,10
2021-03-03-16-00-30-427,318,323,486,100,0,326,0,1,0,0,0,0,1501,2671,11,12
2021-03-03-16-00-30-458,318,323,486,100,0,326,0,1,0,0,0,0,1499,2667,17,0
2021-03-03-16-00-30-489,318,323,486,100,0,326,0,1,0,0,0,0,1502,2673,13,16
2021-03-03-16-00-30-505,318,323,486,100,0,326,0,1,0,0,0,0,1501,2672,11,10
2021-03-03-16-00-30-536,318,323,486,100,0,327,0,1,0,0,0,0,1501,2671,11,8
2021-03-03-16-00-30-552,318,323,486,100,0,327,0,1,0,0,0,0,1502,2673,13,12
2021-03-03-16-00-30-583,318,323,486,100,0,327,0,1,0,0,0,0,1501,2672,11,10
2021-03-03-16-00-30-614,318,323,486,100,0,327,0,1,0,0,0,0,1502,2672,11,10
2021-03-03-16-00-30-630,318,323,486,100,0,327,0,1,0,0,0,0,1501,2671,11,12
2021-03-03-16-00-30-661,318,323,486,100,0,327,0,1,0,0,0,0,1501,2672,10,10
2021-03-03-16-00-30-692,318,323,486,100,0,327,0,1,0,0,0,0,1502,2673,13,12
2021-03-03-16-00-30-708,318,323,486,100,0,327,0,1,0,0,0,0,1501,2673,11,12
2021-03-03-16-00-30-739,318,323,486,100,0,327,0,1,0,0,0,0,1502,2673,13,14
2021-03-03-16-00-30-770,318,323,486,100,0,327,0,1,0,0,0,0,1501,2671,11,10
2021-03-03-16-00-30-786,318,323,486,100,0,327,0,1,0,0,0,0,1501,2671,10,10
2021-03-03-16-00-30-817,318,323,486,100,0,327,0,1,0,0,0,0,1501,2672,11,12
2021-03-03-16-00-30-848,318,323,486,100,0,327,0,1,0,0,0,0,1502,2673,13,16
2021-03-03-16-00-30-864,318,323,486,100,0,327,0,1,0,0,0,0,1503,2673,14,12
2021-03-03-16-00-30-895,318,323,486,100,0,327,0,1,0,0,0,0,1501,2672,11,12
2021-03-03-16-00-30-927,318,323,486,100,0,327,0,1,0,0,0,0,1502,2671,11,10
2021-03-03-16-00-30-942,318,323,486,100,0,327,0,1,0,0,0,0,1500,2671,11,10
2021-03-03-16-00-30-973,318,323,486,100,0,327,0,1,0,0,0,0,1501,2671,11,10
2021-03-03-16-00-31-005,318,323,486,100,0,327,0,1,0,0,0,0,1502,2666,11,0
2021-03-03-16-00-31-020,318,323,486,100,0,327,0,1,0,0,0,0,1500,2671,10,10
2021-03-03-16-00-31-052,318,323,486,100,0,327,0,1,0,0,0,0,1501,2672,10,12
2021-03-03-16-00-31-083,318,323,486,100,0,327,0,1,0,0,0,0,1502,2671,11,10
2021-03-03-16-00-31-098,318,323,486,100,0,327,0,1,0,0,0,0,1501,2671,11,10
2021-03-03-16-00-31-130,318,323,486,100,0,327,0,1,0,0,0,0,1501,2672,11,10
2021-03-03-16-00-31-161,318,323,486,100,0,327,0,1,0,0,0,0,1501,2671,11,10
2021-03-03-16-00-31-192,318,323,486,100,0,327,0,1,0,0,0,0,1502,2673,11,12
2021-03-03-16-00-31-208,318,323,486,100,0,327,0,1,0,0,0,0,1499,2656,3,0
2021-03-03-16-00-31-239,318,323,486,100,0,327,0,1,0,0,0,0,1501,2672,10,10
2021-03-03-16-00-31-255,318,323,486,100,0,327,0,1,0,0,0,0,1501,2672,11,12
2021-03-03-16-00-31-286,318,323,486,100,0,327,0,1,0,0,0,0,1501,2671,11,10
2021-03-03-16-00-31-317,318,323,486,100,0,327,0,1,0,0,0,0,1501,2671,11,10
2021-03-03-16-00-31-348,318,323,486,100,0,326,0,1,0,0,0,0,1501,2670,11,10
2021-03-03-16-00-31-364,318,323,486,100,0,326,0,1,0,0,0,0,1502,2673,11,12
2021-03-03-16-00-31-395,318,323,486,100,0,326,0,1,0,0,0,0,1501,2671,10,10
2021-03-03-16-00-31-411,318,323,486,100,0,326,0,1,0,0,0,0,1502,2674,13,16
2021-03-03-16-00-31-442,318,323,486,100,0,326,0,1,0,0,0,0,1501,2671,11,10
2021-03-03-16-00-31-473,318,323,486,100,0,326,0,1,0,0,0,0,1503,2672,14,12
2021-03-03-16-00-31-505,317,323,486,100,0,327,0,1,0,0,0,0,1501,2673,10,10
2021-03-03-16-00-31-536,317,323,486,100,0,327,0,1,0,0,0,0,1500,2673,11,10
2021-03-03-16-00-31-551,317,323,486,100,0,327,0,1,0,0,0,0,1500,2672,11,10
2021-03-03-16-00-31-583,317,323,486,100,0,327,0,1,0,0,0,0,1502,2672,11,10
2021-03-03-16-00-31-598,317,323,486,100,0,327,0,1,0,0,0,0,1501,2673,11,12
2021-03-03-16-00-31-630,317,323,486,100,0,327,0,1,0,0,0,0,1502,2671,11,10
2021-03-03-16-00-31-661,318,323,486,100,0,327,0,1,0,0,0,0,1501,2670,11,10
2021-03-03-16-00-31-676,318,323,486,100,0,327,0,1,0,0,0,0,1502,2672,13,12
2021-03-03-16-00-31-708,318,323,486,100,0,327,0,1,0,0,0,0,1502,2671,11,10
2021-03-03-16-00-31-739,318,323,486,100,0,327,0,1,0,0,0,0,1501,2672,11,12
2021-03-03-16-00-31-754,318,323,486,100,0,327,0,1,0,0,0,0,1501,2672,11,10
2021-03-03-16-00-31-786,318,323,486,100,0,327,0,1,0,0,0,0,1501,2671,11,10
2021-03-03-16-00-31-817,318,323,486,100,0,328,0,0,0,0,0,0,1502,2673,11,12
2021-03-03-16-00-31-848,318,323,486,100,0,328,0,0,0,0,0,0,1503,2671,14,12
2021-03-03-16-00-31-864,318,323,486,100,0,328,0,0,0,0,0,0,1502,2671,11,10
2021-03-03-16-00-31-879,318,323,486,100,0,328,0,0,0,0,0,0,1501,2672,10,12
2021-03-03-16-00-31-911,318,323,486,100,0,328,0,0,0,0,0,0,1501,2672,10,10
2021-03-03-16-00-31-942,318,323,486,100,0,328,0,0,0,0,0,0,1502,2673,13,14
2021-03-03-16-00-31-958,318,323,486,100,0,328,0,0,0,0,0,0,1502,2672,10,10
2021-03-03-16-00-31-989,317,323,486,100,0,326,0,1,0,0,0,0,1501,2672,11,12
2021-03-03-16-00-32-020,317,323,486,100,0,326,0,1,0,0,0,0,1501,2672,11,10
2021-03-03-16-00-32-036,317,323,486,100,0,326,0,1,0,0,0,0,1501,2672,11,12
2021-03-03-16-00-32-067,317,323,486,100,0,326,0,1,0,0,0,0,1501,2671,11,10
2021-03-03-16-00-32-098,317,323,486,100,0,326,0,1,0,0,0,0,1500,2672,10,10
2021-03-03-16-00-32-114,317,323,486,100,0,326,0,1,0,0,0,0,1499,2667,8,0
2021-03-03-16-00-32-145,318,323,486,100,0,326,0,1,0,0,0,0,1500,2672,11,12
2021-03-03-16-00-32-176,318,323,486,100,0,326,0,1,0,0,0,0,1500,2671,11,10
2021-03-03-16-00-32-192,318,323,486,100,0,326,0,1,0,0,0,0,1501,2671,11,10
2021-03-03-16-00-32-223,318,323,486,100,0,326,0,1,0,0,0,0,1501,2671,11,12
2021-03-03-16-00-32-254,318,323,486,100,0,326,0,1,0,0,0,0,1502,2671,11,10
2021-03-03-16-00-32-270,318,323,486,100,0,326,0,1,0,0,0,0,1501,2672,11,10
2021-03-03-16-00-32-301,318,323,529,100,0,327,0,1,0,0,0,0,1501,2673,11,12
2021-03-03-16-00-32-332,318,323,529,100,0,327,0,1,0,0,0,0,1500,2671,10,10
2021-03-03-16-00-32-348,318,323,529,100,0,327,0,1,0,0,0,0,1501,2670,11,8
2021-03-03-16-00-32-379,318,323,529,100,0,327,0,1,0,0,0,0,1501,2671,10,10
2021-03-03-16-00-32-411,318,323,529,100,0,327,0,1,0,0,0,0,1504,2673,14,14
2021-03-03-16-00-32-426,318,323,529,100,0,327,0,1,0,0,0,0,1501,2671,10,12
2021-03-03-16-00-32-457,318,323,52,100,0,327,0,1,0,0,0,0,1503,2673,13,16
2021-03-03-16-00-32-489,318,323,52,100,0,327,0,1,0,0,0,0,1500,2671,10,10
2021-03-03-16-00-32-504,318,323,52,100,0,327,0,1,0,0,0,0,1501,2673,11,12
2021-03-03-16-00-32-536,318,323,52,100,0,327,0,1,0,0,0,0,1502,2673,13,16
2021-03-03-16-00-32-567,318,323,52,100,0,327,0,1,0,0,0,0,1501,2671,10,10
2021-03-03-16-00-32-598,318,323,52,100,0,327,0,1,0,0,0,0,1503,2671,13,10
2021-03-03-16-00-32-614,318,323,5,100,0,326,0,1,0,0,0,0,1501,2671,11,10
2021-03-03-16-00-32-645,318,323,5,100,0,326,0,1,0,0,0,0,1501,2671,10,10
2021-03-03-16-00-32-676,318,323,5,100,0,326,0,1,0,0,0,0,1503,2673,13,12
2021-03-03-16-00-32-692,318,323,5,100,0,326,0,1,0,0,0,0,1501,2672,11,10
2021-03-03-16-00-32-723,318,323,5,100,0,326,0,1,0,0,0,0,1501,2672,11,10
2021-03-03-16-00-32-754,318,323,5,100,0,326,0,1,0,0,0,0,1501,2671,9,10
2021-03-03-16-00-32-770,317,323,485,100,0,326,0,1,0,0,0,0,1502,2671,11,10
2021-03-03-16-00-32-801,317,323,485,100,0,326,0,1,0,0,0,0,1500,2671,10,10
2021-03-03-16-00-32-817,317,323,485,100,0,326,0,1,0,0,0,0,1501,2671,11,10
2021-03-03-16-00-32-848,317,323,485,100,0,326,0,1,0,0,0,0,1502,2671,11,10
2021-03-03-16-00-32-879,317,323,485,100,0,326,0,1,0,0,0,0,1501,2671,11,10
2021-03-03-16-00-32-895,317,323,485,100,0,326,0,1,0,0,0,0,1503,2671,14,12
2021-03-03-16-00-32-926,318,323,486,100,0,327,0,2,0,0,0,0,1502,2673,11,12
2021-03-03-16-00-32-957,318,323,486,100,0,327,0,2,0,0,0,0,1501,2671,11,10
2021-03-03-16-00-32-973,318,323,486,100,0,327,0,2,0,0,0,0,1501,2673,11,10
2021-03-03-16-00-33-004,318,323,486,100,0,327,0,2,0,0,0,0,1499,2671,10,10
2021-03-03-16-00-33-035,318,323,486,100,0,327,0,2,0,0,0,0,1501,2671,11,12
2021-03-03-16-00-33-051,318,323,486,100,0,327,0,2,0,0,0,0,1501,2672,10,12
2021-03-03-16-00-33-082,318,323,486,100,0,327,0,2,0,0,0,0,1501,2672,11,10
2021-03-03-16-00-33-114,318,323,485,100,0,327,0,1,0,0,0,0,1500,2672,10,10
2021-03-03-16-00-33-145,318,323,485,100,0,327,0,1,0,0,0,0,1502,2671,11,10
2021-03-03-16-00-33-160,318,323,485,100,0,327,0,1,0,0,0,0,1502,2673,13,16
2021-03-03-16-00-33-192,318,323,485,100,0,327,0,1,0,0,0,0,1504,2673,13,16
2021-03-03-16-00-33-223,318,323,485,100,0,327,0,1,0,0,0,0,1501,2671,11,10
2021-03-03-16-00-51-852,318,323,485,100,0,327,0,1,0,0,0,0,1494,2669,11,10
2021-03-03-16-00-51-884,318,323,486,230,0,325,0,0,0,0,0,0,1495,2670,10,10
2021-03-03-16-00-51-915,318,323,486,230,0,325,0,0,0,0,0,0,1495,2671,11,10
2021-03-03-16-00-51-930,318,323,486,230,0,325,0,0,0,0,0,0,1496,2670,13,10
2021-03-03-16-00-51-962,318,323,486,230,0,325,0,0,0,0,0,0,1495,2670,11,10
2021-03-03-16-00-51-977,318,323,486,230,0,325,0,0,0,0,0,0,1496,2671,13,12
2021-03-03-16-00-52-008,318,323,486,230,0,325,0,0,0,0,0,0,1495,2669,11,10
2021-03-03-16-00-52-040,899,547,986,230,0,561,607,0,0,0,0,0,1495,2671,11,10
2021-03-03-16-00-52-071,899,547,986,230,0,561,607,0,0,0,0,0,1495,2671,11,10
2021-03-03-16-00-52-087,899,547,986,230,0,561,607,0,0,0,0,0,1496,2671,11,12
2021-03-03-16-00-52-118,899,547,986,230,0,561,607,0,0,0,0,0,1496,2671,11,12
2021-03-03-16-00-52-133,899,547,986,230,0,561,607,0,0,0,0,0,1495,2670,11,10
2021-03-03-16-00-52-165,899,547,986,230,0,561,607,0,0,0,0,0,1495,2670,11,10
2021-03-03-16-00-52-196,903,546,985,230,0,560,607,0,0,0,0,0,1495,2671,11,10
2021-03-03-16-00-52-227,903,546,985,230,0,560,607,0,0,0,0,0,1495,2671,11,10
2021-03-03-16-00-52-243,903,546,985,230,0,560,607,0,0,0,0,0,1496,2671,13,12
2021-03-03-16-00-52-258,903,546,985,230,0,560,607,0,0,0,0,0,1497,2671,14,12
2021-03-03-16-00-52-290,903,546,985,230,0,560,607,0,0,0,0,0,1495,2670,11,10
2021-03-03-16-00-52-321,903,546,985,230,0,560,607,0,0,0,0,0,1495,2670,11,10
2021-03-03-16-00-52-337,906,547,983,232,0,561,609,0,0,0,0,0,1495,2669,11,10
2021-03-03-16-00-52-368,906,547,983,232,0,561,609,0,0,0,0,0,1494,2672,11,10
2021-03-03-16-00-52-399,906,547,983,232,0,561,609,0,0,0,0,0,1497,2671,14,12
2021-03-03-16-00-52-415,906,547,983,232,0,561,609,0,0,0,0,0,1495,2672,10,18
2021-03-03-16-00-52-446,906,547,983,232,0,561,609,0,0,0,0,0,1496,2671,13,12
2021-03-03-16-00-52-477,906,547,983,232,0,561,609,0,0,0,0,0,1495,2670,11,10
2021-03-03-16-00-52-493,915,528,989,239,0,561,605,0,0,0,0,0,1495,2671,11,10
2021-03-03-16-00-52-524,915,528,989,239,0,561,605,0,0,0,0,0,1495,2671,11,10
2021-03-03-16-00-52-540,915,528,989,239,0,561,605,0,0,0,0,0,1495,2670,11,10
2021-03-03-16-00-52-571,915,528,989,239,0,561,605,0,0,0,0,0,1497,2673,13,12
2021-03-03-16-00-52-602,915,528,989,239,0,561,605,0,0,0,0,0,1495,2670,11,10
2021-03-03-16-00-52-618,915,528,989,239,0,561,605,0,0,0,0,0,1495,2671,11,10
2021-03-03-16-00-52-649,929,496,997,243,0,561,607,0,0,0,0,0,1494,2670,10,8
2021-03-03-16-00-52-680,929,496,997,243,0,561,607,0,0,0,0,0,1494,2672,11,10
2021-03-03-16-00-52-696,929,496,997,243,0,561,607,0,0,0,0,0,1495,2671,11,10
2021-03-03-16-00-52-727,929,496,997,243,0,561,607,0,0,0,0,0,1496,2671,13,12
2021-03-03-16-00-52-758,929,496,997,243,0,561,607,0,0,0,0,0,1495,2671,11,10
2021-03-03-16-00-52-774,929,496,997,243,0,561,607,0,0,0,0,0,1495,2671,11,10
2021-03-03-16-00-52-805,929,496,997,243,0,561,607,0,0,0,0,0,1496,2671,14,12
2021-03-03-16-00-52-821,888,485,1027,246,0,560,594,0,0,0,0,0,1498,2673,88,88
2021-03-03-16-00-52-852,888,485,1027,246,0,560,594,0,0,0,0,0,1494,2670,33,34
2021-03-03-16-00-52-883,888,485,1027,246,0,560,594,0,0,0,0,0,1475,2669,22,24
2021-03-03-16-00-52-899,888,485,1027,246,0,560,594,0,0,0,0,0,1465,2669,23,24
2021-03-03-16-00-52-930,888,485,1027,246,0,560,594,0,0,0,0,0,1458,2669,23,24
2021-03-03-16-00-52-961,888,485,1027,246,0,560,594,0,0,0,0,0,1471,2670,24,24
2021-03-03-16-00-52-977,890,485,1047,243,0,562,594,0,0,0,0,0,1472,2671,24,24
2021-03-03-16-00-53-008,890,485,1047,243,0,562,594,0,0,0,0,0,1471,2670,19,24
2021-03-03-16-00-53-039,890,485,1047,243,0,562,594,0,0,0,0,0,1472,2671,24,24
2021-03-03-16-00-53-055,890,485,1047,243,0,562,594,0,0,0,0,0,1466,2670,24,24
2021-03-03-16-00-53-086,890,485,1047,243,0,562,594,0,0,0,0,0,1464,2670,21,20
2021-03-03-16-00-53-118,890,485,1047,243,0,562,594,0,0,0,0,0,1464,2669,25,24
2021-03-03-16-00-53-133,900,502,1021,242,0,561,595,0,0,0,0,0,1458,2672,24,26
2021-03-03-16-00-53-164,900,502,1021,242,0,561,595,0,0,0,0,0,1455,2671,23,24
2021-03-03-16-00-53-180,900,502,1021,242,0,561,595,0,0,0,0,0,1452,2672,21,24
2021-03-03-16-00-53-211,900,502,1021,242,0,561,595,0,0,0,0,0,1450,2673,22,24
2021-03-03-16-00-53-243,900,502,1021,242,0,561,595,0,0,0,0,0,1441,2670,23,24
2021-03-03-16-00-53-258,900,502,1021,242,0,561,595,0,0,0,0,0,1436,2671,22,24
2021-03-03-16-00-53-289,902,494,1027,246,0,597,701,0,0,0,0,0,1434,2670,24,26
2021-03-03-16-00-53-321,902,494,1027,246,0,597,701,0,0,0,0,0,1428,2671,24,24
2021-03-03-16-00-53-336,902,494,1027,246,0,597,701,0,0,0,0,0,1423,2668,26,26
2021-03-03-16-00-53-368,902,494,1027,246,0,597,701,0,0,0,0,0,1421,2669,23,24
2021-03-03-16-00-53-399,902,494,1027,246,0,597,701,0,0,0,0,0,1413,2669,25,24
2021-03-03-16-00-53-414,902,494,1027,246,0,597,701,0,0,0,0,0,1411,2671,24,24
2021-03-03-16-00-53-446,898,465,1029,247,0,636,838,0,0,0,0,0,1406,2669,27,24
2021-03-03-16-00-53-477,898,465,1029,247,0,636,838,0,0,0,0,0,1402,2669,24,24
2021-03-03-16-00-53-493,898,465,1029,247,0,636,838,0,0,0,0,0,1397,2679,35,34
2021-03-03-16-00-53-524,898,465,1029,247,0,636,838,0,0,0,0,0,1389,2668,27,26
2021-03-03-16-00-53-555,898,465,1029,247,0,636,838,0,0,0,0,0,1387,2671,21,24
2021-03-03-16-00-53-571,898,465,1029,247,0,636,838,0,0,0,0,0,1382,2671,24,24
2021-03-03-16-00-53-602,891,497,1044,242,0,672,1000,0,0,0,0,0,1376,2669,24,24
2021-03-03-16-00-53-633,891,497,1044,242,0,672,1000,0,0,0,0,0,1376,2671,23,24
2021-03-03-16-00-53-649,891,497,1044,242,0,672,1000,0,0,0,0,0,1367,2671,25,24
2021-03-03-16-00-53-680,891,497,1044,242,0,672,1000,0,0,0,0,0,1362,2669,21,20
2021-03-03-16-00-53-696,891,497,1044,242,0,672,1000,0,0,0,0,0,1362,2671,22,24
2021-03-03-16-00-53-727,891,497,1044,242,0,672,1000,0,0,0,0,0,1360,2674,24,26
2021-03-03-16-00-53-758,938,970,981,234,0,757,1015,0,0,0,0,0,1351,2670,24,24
2021-03-03-16-00-53-789,938,970,981,234,0,757,1015,0,0,0,0,0,1350,2674,24,24
2021-03-03-16-00-53-805,938,970,981,234,0,757,1015,0,0,0,0,0,1346,2671,22,24
2021-03-03-16-00-53-836,938,970,981,234,0,757,1015,0,0,0,0,0,1339,2671,23,24
2021-03-03-16-00-53-852,938,970,981,234,0,757,1015,0,0,0,0,0,1339,2673,22,24
2021-03-03-16-00-53-883,938,970,981,234,0,757,1015,0,0,0,0,0,1336,2673,22,22
2021-03-03-16-00-53-914,897,97,999,241,0,836,1078,0,0,0,0,0,1325,2670,25,24
2021-03-03-16-00-53-946,897,97,999,241,0,836,1078,0,0,0,0,0,1325,2673,26,26
2021-03-03-16-00-53-961,897,97,999,241,0,836,1078,0,0,0,0,0,1318,2671,22,24
2021-03-03-16-00-53-992,897,97,999,241,0,836,1078,0,0,0,0,0,1315,2671,24,24
2021-03-03-16-00-54-008,897,97,999,241,0,836,1078,0,0,0,0,0,1313,2673,23,24
2021-03-03-16-00-54-039,897,97,999,241,0,836,1078,0,0,0,0,0,1306,2673,21,24
2021-03-03-16-00-54-055,897,97,999,241,0,836,1078,0,0,0,0,0,1304,2671,25,24
2021-03-03-16-00-54-086,919,9,1007,245,0,900,1111,11,0,0,0,0,1297,2672,25,26
2021-03-03-16-00-54-117,919,9,1007,245,0,900,1111,11,0,0,0,0,1296,2673,26,24
2021-03-03-16-00-54-133,919,9,1007,245,0,900,1111,11,0,0,0,0,1291,2671,24,26
2021-03-03-16-00-54-164,919,9,1007,245,0,900,1111,11,0,0,0,0,1290,2673,26,26
2021-03-03-16-00-54-195,919,9,1007,245,0,900,1111,11,0,0,0,0,1284,2674,26,28
2021-03-03-16-00-54-211,919,9,1007,245,0,900,1111,11,0,0,0,0,1281,2673,23,20
2021-03-03-16-00-54-242,913,498,1015,241,0,963,1231,76,0,0,0,0,1278,2673,24,24
2021-03-03-16-00-54-274,913,498,1015,241,0,963,1231,76,0,0,0,0,1271,2671,24,24
2021-03-03-16-00-54-289,913,498,1015,241,0,963,1231,76,0,0,0,0,1271,2673,25,24
2021-03-03-16-00-54-320,913,498,1015,241,0,963,1231,76,0,0,0,0,1267,2675,25,26
2021-03-03-16-00-54-352,913,498,1015,241,0,963,1231,76,0,0,0,0,1261,2672,25,24
2021-03-03-16-00-54-367,913,498,1015,241,0,963,1231,76,0,0,0,0,1257,2673,26,26
2021-03-03-16-00-54-399,918,495,1006,242,0,1077,1263,108,0,0,0,0,1255,2674,26,26
2021-03-03-16-00-54-430,918,495,1006,242,0,1077,1263,108,0,0,0,0,1254,2674,24,24
2021-03-03-16-00-54-445,918,495,1006,242,0,1077,1263,108,0,0,0,0,1247,2675,25,26
2021-03-03-16-00-54-477,918,495,1006,242,0,1077,1263,108,0,0,0,0,1245,2672,27,26
2021-03-03-16-00-54-508,918,495,1006,242,0,1077,1263,108,0,0,0,0,1240,2651,27,4
2021-03-03-16-00-54-523,918,495,1006,242,0,1077,1263,108,0,0,0,0,1237,2673,27,26
2021-03-03-16-00-54-555,918,491,1011,243,0,1193,1270,178,0,0,0,0,1234,2673,27,26
2021-03-03-16-00-54-586,918,491,1011,243,0,1193,1270,178,0,0,0,0,1227,2671,25,26
2021-03-03-16-00-54-602,918,491,1011,243,0,1193,1270,178,0,0,0,0,1223,2671,26,26
2021-03-03-16-00-54-633,918,491,1011,243,0,1193,1270,178,0,0,0,0,1222,2673,24,24
2021-03-03-16-00-54-648,918,491,1011,243,0,1193,1270,178,0,0,0,0,1216,2671,27,26
2021-03-03-16-00-54-680,918,491,1011,243,0,1193,1270,178,0,0,0,0,1217,2673,24,26
2021-03-03-16-00-54-711,921,492,1006,243,0,1248,1269,219,0,0,0,0,1211,2674,23,24
2021-03-03-16-00-54-742,921,492,1006,243,0,1248,1269,219,0,0,0,0,1208,2672,26,26
2021-03-03-16-00-54-758,921,492,1006,243,0,1248,1269,219,0,0,0,0,1207,2673,26,26
2021-03-03-16-00-54-789,921,492,1006,243,0,1248,1269,219,0,0,0,0,1201,2673,27,28
2021-03-03-16-00-54-805,921,492,1006,243,0,1248,1269,219,0,0,0,0,1195,2670,26,26
2021-03-03-16-00-54-836,921,492,1006,243,0,1248,1269,219,0,0,0,0,1195,2673,27,28
2021-03-03-16-00-54-867,923,488,1007,244,0,1350,1250,311,0,0,0,0,1191,2672,24,24
2021-03-03-16-00-54-898,923,488,1007,244,0,1350,1250,311,0,0,0,0,1186,2672,27,26
2021-03-03-16-00-54-914,923,488,1007,244,0,1350,1250,311,0,0,0,0,1184,2674,25,26
2021-03-03-16-00-54-945,923,488,1007,244,0,1350,1250,311,0,0,0,0,1184,2676,27,28
2021-03-03-16-00-54-961,923,488,1007,244,0,1350,1250,311,0,0,0,0,1172,2670,26,26
2021-03-03-16-00-54-992,923,488,1007,244,0,1350,1250,311,0,0,0,0,1173,2674,25,26
2021-03-03-16-00-55-023,921,489,1008,245,0,1475,1177,426,0,0,0,0,1171,2675,27,26
2021-03-03-16-00-55-055,921,489,1008,245,0,1475,1177,426,0,0,0,0,1164,2668,26,26
2021-03-03-16-00-55-070,921,489,1008,245,0,1475,1177,426,0,0,0,0,1162,2669,26,26
2021-03-03-16-00-55-086,921,489,1008,245,0,1475,1177,426,0,0,0,0,1162,2672,26,24
2021-03-03-16-00-55-117,921,489,1008,245,0,1475,1177,426,0,0,0,0,1160,2673,27,28
2021-03-03-16-00-55-148,921,489,1008,245,0,1475,1177,426,0,0,0,0,1154,2674,27,24
2021-03-03-16-00-55-164,921,489,1008,245,0,1475,1177,426,0,0,0,0,1149,2671,32,32
2021-03-03-16-00-55-195,930,485,1006,246,0,1601,1064,526,0,0,0,0,1147,2671,26,24
2021-03-03-16-00-55-226,930,485,1006,246,0,1601,1064,526,0,0,0,0,1141,2671,24,26
2021-03-03-16-00-55-242,930,485,1006,246,0,1601,1064,526,0,0,0,0,1139,2672,25,24
2021-03-03-16-00-55-273,930,485,1006,246,0,1601,1064,526,0,0,0,0,1136,2671,26,26
2021-03-03-16-00-55-305,930,485,1006,246,0,1601,1064,526,0,0,0,0,1131,2671,26,26
2021-03-03-16-00-55-320,930,485,1006,246,0,1601,1064,526,0,0,0,0,1127,2670,26,26
2021-03-03-16-00-55-351,929,481,1005,248,0,1655,950,649,0,0,0,0,1125,2671,27,28
2021-03-03-16-00-55-383,929,481,1005,248,0,1655,950,649,0,0,0,0,1123,2673,25,26
2021-03-03-16-00-55-398,929,481,1005,248,0,1655,950,649,0,0,0,0,1118,2670,26,26
2021-03-03-16-00-55-430,929,481,1005,248,0,1655,950,649,0,0,0,0,1114,2671,26,24
